doc;sent_text;sent_id;position;pron;automatic_an;manual_an;fr_trad;automatic_impro_align
ep-09-01-12-013.xml ; In the Turkish mind a giaour is considered to be subhuman , which makes it the most offensive racist insult in the Turkish language . ' Giaours ' is the same word used by the former minister of agriculture Nihat Kabil and the Turkish administrators in the Ministry of Agriculture to refer to the Bulgarians who had joined the department , following which they gave preferential treatment to the Turks . Ladies and gentlemen , let this incident be a warning to you about what the Turkish mentality is like in the 21st century . This example alone shows that Turkey has no place in the European Union because __it__ is a racist , xenophobic country which supports and promotes racism and xenophobia in neighbouring countries . ;48; 61.15 ; it ; unknown_ref ;nominal_ref; européenne;unknown_ref
ep-09-01-12-013.xml ; This example alone shows that Turkey has no place in the European Union because it is a racist , xenophobic country which supports and promotes racism and xenophobia in neighbouring countries . This case shows that Bulgarians are not only not the source of hatred , but that they are victims of hatred and ethnic intolerance . The European Parliament has always taken a vigorous stance against racism and ethnic intolerance . I appeal to you , as Members of this House , to do __it__ once again and support our written declaration condemning Turkish racism against Bulgarians . ;50; 64.14 ; it ; unknown_ref ;event_ref; intolérance;unknown_ref
ep-09-01-12-013.xml ; This is the typical result of political state control over production . Not being able to deliver gas at the same time to Russian customers and meet commitments abroad has probably brought Mr Putin to initiate the political crisis and point to Ukraine as a scapegoat . This makes __it__ all the more important for us to concentrate upon finding new energy sources . ;57; 73.3 ; it ; pleonastic_ref ;pleonastic_ref; cela;pleonastic_ref
ep-09-01-12-013.xml ;" Not being able to deliver gas at the same time to Russian customers and meet commitments abroad has probably brought Mr Putin to initiate the political crisis and point to Ukraine as a scapegoat . This makes it all the more important for us to concentrate upon finding new energy sources . . - ( HU ) Mr President , fellow Members , the economic crisis that many people initially took to be scare tactics on the part of the media has now reached Europe ; __it__ afflicts countries , regions , local communities , enterprises and with them families and workers . ";58; 74.34 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-013.xml ; This is why I welcome the Commission 's Communication , as well as Commissioner Špidla 's dedication to raising awareness and his urging Europe to make efforts to protect the most vulnerable social groups at this time of declining economic activity . The Commission 's differentiated approach gives reason to hope that a unified Europe will not mean enforced uniformity , especially not during a period of crisis . I hope and expect that __it__ will receive the support of the European Parliament in this regard . ;65; 81.6 ; it ; unknown_ref ;nominal_ref; européen;unknown_ref
ep-09-01-12-013.xml ; Therefore I call on the Commission to provide the legal framework for voluntary GM - free labelling at European level . - ( PL ) Mr President , I should like to take this opportunity of appealing to the Council to take appropriate action , pursuant to Article 13 of the Treaty establishing the European Community , in order to combat discrimination on the grounds of ethnic origin in Lithuania . Three politicians from the Polish minority were elected in the recent Lithuanian parliamentary elections . The Lithuanian authorities subsequently tried to deprive them of their parliamentary seats . The reason given is that these persons hold the Karta Polaka . This is a document confirming that the holder belongs to the wider Polish nation . __it__ is intended to help preserve Polish culture and national identity amongst persons of Polish origin the world over . The Lithuanian authorities , however , consider that it involves loyalty to a foreign country . This is obviously ridiculous and outrageous . In addition , it amounts to discrimination for reasons of ethnic origin , and also involves violating the rights of a national minority , which is behaviour unworthy of a Member State of the European Union . ;76; 96.1 ; it ; unknown_ref ;nominal_ref; trois;unknown_ref
ep-09-01-12-013.xml ; Therefore I call on the Commission to provide the legal framework for voluntary GM - free labelling at European level . - ( PL ) Mr President , I should like to take this opportunity of appealing to the Council to take appropriate action , pursuant to Article 13 of the Treaty establishing the European Community , in order to combat discrimination on the grounds of ethnic origin in Lithuania . Three politicians from the Polish minority were elected in the recent Lithuanian parliamentary elections . The Lithuanian authorities subsequently tried to deprive them of their parliamentary seats . The reason given is that these persons hold the Karta Polaka . This is a document confirming that the holder belongs to the wider Polish nation . It is intended to help preserve Polish culture and national identity amongst persons of Polish origin the world over . The Lithuanian authorities , however , consider that __it__ involves loyalty to a foreign country . This is obviously ridiculous and outrageous . In addition , it amounts to discrimination for reasons of ethnic origin , and also involves violating the rights of a national minority , which is behaviour unworthy of a Member State of the European Union . ;76; 97.9 ; it ; unknown_ref ;nominal_ref; élections;unknown_ref
ep-09-01-12-013.xml ; Therefore I call on the Commission to provide the legal framework for voluntary GM - free labelling at European level . - ( PL ) Mr President , I should like to take this opportunity of appealing to the Council to take appropriate action , pursuant to Article 13 of the Treaty establishing the European Community , in order to combat discrimination on the grounds of ethnic origin in Lithuania . Three politicians from the Polish minority were elected in the recent Lithuanian parliamentary elections . The Lithuanian authorities subsequently tried to deprive them of their parliamentary seats . The reason given is that these persons hold the Karta Polaka . This is a document confirming that the holder belongs to the wider Polish nation . It is intended to help preserve Polish culture and national identity amongst persons of Polish origin the world over . The Lithuanian authorities , however , consider that it involves loyalty to a foreign country . This is obviously ridiculous and outrageous . In addition , __it__ amounts to discrimination for reasons of ethnic origin , and also involves violating the rights of a national minority , which is behaviour unworthy of a Member State of the European Union . ;76; 99.4 ; it ; unknown_ref ;event_ref; politiques;unknown_ref
ep-09-01-12-013.xml ; This is an outrageous demand and one that can not be fulfilled by the Czech Republic . We surely know that the Decrees came into being after the Second World War in accordance with the views of the victorious powers and they replaced legal standards until a proper parliament was elected . __it__ is therefore not a question of some sort of cancerous growth on European parliamentary order , as he has claimed . ;81; 104.1 ; it ; unknown_ref ;pleonastic_ref; empty;unknown_ref
ep-09-01-12-013.xml ; We surely know that the Decrees came into being after the Second World War in accordance with the views of the victorious powers and they replaced legal standards until a proper parliament was elected . It is therefore not a question of some sort of cancerous growth on European parliamentary order , as he has claimed . In my opinion Mr Posselt 's organisation resembles a cancerous growth as __it__ acts in direct opposition to the aims of modern European integration pursued by the EU . ;82; 105.13 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-013.xml ; Mr President , the gas crisis has left hundreds of thousands of households across 17 European countries without heating during freezing temperatures . Eastern and central Europe have been affected the most by the dispute , which has shut down factories and schools . Even if Kiev and Moscow sign the EU - brokered deal after hours of talks with EU officials , Gazprom says that the deal to restart gas supplies to Europe via Ukraine will be delayed as __it__ has not received a copy of the agreement . ;87; 110.37 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-013.xml ; Eastern and central Europe have been affected the most by the dispute , which has shut down factories and schools . Even if Kiev and Moscow sign the EU - brokered deal after hours of talks with EU officials , Gazprom says that the deal to restart gas supplies to Europe via Ukraine will be delayed as it has not received a copy of the agreement . The team of technical experts sent by the European Commission will check flows into Ukrainian pipelines from Russia and , even if the gas starts to flow in Ukraine , __it__ may take about 36 hours to reach EU Member States . ;88; 111.31 ; it ; unknown_ref ;nominal_ref; ukraine;nominal_ref
ep-09-01-12-013.xml ; Even if Kiev and Moscow sign the EU - brokered deal after hours of talks with EU officials , Gazprom says that the deal to restart gas supplies to Europe via Ukraine will be delayed as it has not received a copy of the agreement . The team of technical experts sent by the European Commission will check flows into Ukrainian pipelines from Russia and , even if the gas starts to flow in Ukraine , it may take about 36 hours to reach EU Member States . As a result , Europe needs a single policy on energy security in order to avoid future conflicts and __it__ needs to diversity its sources of energy supplies . ;89; 112.20 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-013.xml ; Every speaker is saying how serious and dangerous the European Union 's level of energy dependency is . Everyone is saying the same thing : that the solution is to continue to reduce our dependency on single sources of energy . We must not forget however about another necessity : to save energy . __it__ is difficult to say at the moment what the level of energy wastage is in the European Union . ;97; 121.1 ; it ; pleonastic_ref ;pleonastic_ref; difficile;pleonastic_ref
ep-09-01-12-013.xml ; Some analysts even mention a figure of a third of total consumption . This means , as an example , that if Romania imports around 14 million tonnes of oil equivalent in Russian gas annually , almost one million tonnes of oil equivalent are wasted annually due to defective insulation in blocks of flats . Unfortunately , Community legislation is not suitable for supporting the resolution of this problem because __it__ limits incomprehensibly the European funds which can be allocated to projects for renovating heating systems . ;100; 124.16 ; it ; unknown_ref ;nominal_ref; ,;unknown_ref
ep-09-01-12-013.xml ; I think we should ask ourselves the following question every day : What is simpler ? Looking for new sources of energy and new transit routes or remembering that we can use simple methods to save a good part of the energy that is being wasted ? ( SK ) This year we celebrate the 10th anniversary of the euro and on 1 January 2009 Slovakia became the 16th member of the euro area . My country has surrendered a part of its identity , but __it__ has done so with pride . ;103; 128.12 ; it ; nominal_ref ;nominal_ref; l';nominal_ref
ep-09-01-12-013.xml ; ( SK ) This year we celebrate the 10th anniversary of the euro and on 1 January 2009 Slovakia became the 16th member of the euro area . My country has surrendered a part of its identity , but it has done so with pride . Just as we treasured our own currency , we have started using the euro and the majority of the Slovak population is quickly beginning to regard __it__ as its own , too . ;104; 129.27 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-013.xml ; I would like to praise everyone who contributed to the adoption of the euro in Slovakia and to acknowledge the positive attitude of the Slovak public to the new currency . I wish all Slovaks good luck with the euro as the symbol of an integrated and prosperous Europe . ( EL ) Mr President , as no debate is to be held on __it__ in Parliament , I should like to highlight the importance to the European Union of the proposal for a Council directive implementing the Agreement concluded by the European Community Shipowners ' Associations and the European Transport Workers ' Federation . ;108; 133.15 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-013.xml ; ( EL ) Mr President , as no debate is to be held on it in Parliament , I should like to highlight the importance to the European Union of the proposal for a Council directive implementing the Agreement concluded by the European Community Shipowners ' Associations and the European Transport Workers ' Federation . This directive , which concerns the work of seamen under the Maritime Labour Convention , will allow seamen in the European Union to secure decent working conditions . This sector needs to be promoted , because __it__ contributes towards development and productivity . ;110; 135.9 ; it ; nominal_ref ;nominal_ref; il;nominal_ref
ep-09-01-12-013.xml ; The seas that wash the shores of the European Union are very important to international trade and young people should see a future in seafaring professions and come to the assistance of shipping . ( DE ) Mr President , the background to my speech is the illegal transportation of puppies discovered in Austria at the beginning of October 2008 . Since the beginning of October 2008 I have been trying to get speaking time in the one -minute contributions and I am pleased that I have finally succeeded . __it__ is interesting that Mr Rogalski has been allowed to speak three times in the meantime . ;113; 139.1 ; it ; pleonastic_ref ;pleonastic_ref; que;pleonastic_ref
ep-09-01-12-013.xml ; The vehicle manifested serious defects and the animals ' passports were forgeries , as the dogs had not reached the legally required age for transport . The journey started in Slovakia and was due to end in Spain . This case is not unique and __it__ brings to our notice once more that profit - orientated organisations are constantly evading current animal protection provisions in Europe in a criminal fashion . ;117; 144.7 ; it ; unknown_ref ;nominal_ref; ,;unknown_ref
ep-09-01-12-013.xml ; Does the Palestinian death toll really have to reach four figures before international factors use the mediation mechanisms which have been at their disposal from day one of the conflict ? The European Union imagines itself to be an active force in international relations and a global political player . But is __it__ really ? ;124; 151.3 ; it ; unknown_ref ;nominal_ref; vraiment;unknown_ref
ep-09-01-12-013.xml ; But is it really ? Can we actually call ourselves an active force , when the Israeli army , in spite of all its sophisticated intelligence support , attacks a school , which is funded by the European Union , packed with civilians ? Can international humanitarian law be said to exist , when the Israeli army forcibly moves Palestinians to a house which __it__ shells intensely the next day ? ;126; 153.21 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-013.xml ; Can international humanitarian law be said to exist , when the Israeli army forcibly moves Palestinians to a house which it shells intensely the next day ? I have been to Israel many times , including to Sderot , I know a lot about what is going on there , but this Israeli action is disproportionate , excessive and inhumane . This action is immoral , perverted and bizarre , because __it__ essentially constitutes a pre-election campaign . ;128; 155.11 ; it ; unknown_ref ;nominal_ref; bizarre;unknown_ref
ep-09-01-12-013.xml ; - ( CS ) Happy New Year , Mr President . Ladies and gentlemen , I would like to express my frank amazement over the irony of fate that the Czech government , which is well - known for its specific approach to the question of negotiations with Russia , has not yet torn asunder its veil and heaped ashes upon its head . __it__ has even postponed negotiations with Russia over energy security . ;136; 163.1 ; it ; nominal_ref ;nominal_ref; il;nominal_ref
ep-09-01-12-013.xml ; Ladies and gentlemen , I would like to express my frank amazement over the irony of fate that the Czech government , which is well - known for its specific approach to the question of negotiations with Russia , has not yet torn asunder its veil and heaped ashes upon its head . It has even postponed negotiations with Russia over energy security . I am yet more shocked by the position of the European Commission . __it__ is threatening Slovakia and Bulgaria with sanctions and we have even heard that Mr Cohn- Bendit also recommends sanctions if the decommissioned nuclear power station blocks are brought back into operation . ;137; 165.1 ; it ; unknown_ref ;nominal_ref; je;unknown_ref
ep-09-01-12-013.xml ; Or perhaps this was just a bad New Year 's joke ? ( EL ) Mr President , I too should like to comment on the question of natural gas , given that we have become witness over the last ten days to the conflict surrounding this issue , a conflict in which many of the Member States of the European Union who are dependent on natural gas for their energy have been caught up , causing problems for citizens , businesses and industry . Through discussions between the two opposing sides , which have been fraught with suspicion , mistrust and conflicting announcements , and the intervention of the European Presidency and the Commission , __it__ would appear that some sort of a solution has been found . ;141; 169.32 ; it ; unknown_ref ;pleonastic_ref; empty;unknown_ref
ep-09-01-12-013.xml ; ( EL ) Mr President , I too should like to comment on the question of natural gas , given that we have become witness over the last ten days to the conflict surrounding this issue , a conflict in which many of the Member States of the European Union who are dependent on natural gas for their energy have been caught up , causing problems for citizens , businesses and industry . Through discussions between the two opposing sides , which have been fraught with suspicion , mistrust and conflicting announcements , and the intervention of the European Presidency and the Commission , it would appear that some sort of a solution has been found . __it__ is clear that , regardless of intentions and apportionments , the problem may arise again unless measures are taken . ;142; 170.1 ; it ; pleonastic_ref ;pleonastic_ref; il;pleonastic_ref
ep-09-01-12-013.xml ; The European Parliament should also send a clear message that the European Union will not be held to ransom and should participate in the debate to plan alternative routes for a safe and continuous supply of natural gas . The objective of reducing energy requirements by 20 % by 2020 will not be achieved under unstable and insecure circumstances . ( RO ) The European Union must make __it__ a priority to draw up a common energy strategy and an action plan aimed at improving the Union 's energy security . ;146; 174.9 ; it ; unknown_ref ;pleonastic_ref; priorité;unknown_ref
ep-09-01-12-013.xml ; The European Commission , along with the European Investment Bank and governments of the Member States , must identify and guarantee the financing of these priority projects . Madam President , I wish to raise the issue of Zimbabwe . __it__ seems to me that if Zimbabwe is not on our television screens , then we do not really concern ourselves with some of the issues that arise there . ;153; 181.1 ; it ; unknown_ref ;pleonastic_ref; me;unknown_ref
ep-09-01-12-013.xml ; Madam President , I wish to raise the issue of Zimbabwe . It seems to me that if Zimbabwe is not on our television screens , then we do not really concern ourselves with some of the issues that arise there . Recently we had the case of Jestina Mukoko , Executive Director of the Zimbabwe Peace Project and a board member of the Zimbabwe Human Rights NGO Forum , who was abducted and held incommunicado for 21 days before reappearing at Harare Magistrates Court bearing signs , __it__ might be said , of torture and ill treatment - all for the crime of being a human rights campaigner . ;154; 182.47 ; it ; unknown_ref ;pleonastic_ref; empty;unknown_ref
ep-09-01-12-013.xml ; Ms Mukoko is currently being held in solitary confinement at the maximum security prison , and her future , like that of so many campaigners , aid workers and ordinary citizens before her , remains in jeopardy at the hands of the Mugabe regime . Many words of concern and condemnation have been spoken in this Chamber and in other , national parliaments , yet the nightmare for ordinary Zimbabweans continues unabated . I believe that __it__ is time we reasserted our interest in this and demand from the Council and Commission that action be taken once and for all to bring to an end the criminal activity against people who are campaigning for human rights in Zimbabwe . ;157; 185.4 ; it ; unknown_ref ;pleonastic_ref; je;unknown_ref
ep-09-01-12-013.xml ;" With over 900 now dead , the futility of politics - by - war is painfully evident . You must insist that Israel stop the killing . Gaza is the largest prison in the world , with 1.5 million prisoners ; __it__ is now also a slaughterhouse , unfortunately , with men , women an children dying simply because they are Palestinian . ";161; 189.15 ; it ; unknown_ref ;pleonastic_ref; grande;unknown_ref
ep-09-01-12-013.xml ;" Gaza is the largest prison in the world , with 1.5 million prisoners ; it is now also a slaughterhouse , unfortunately , with men , women an children dying simply because they are Palestinian . What possible crimes could the Palestinian children , who are dying in this conflict , be guilty of ? What possible excuses have we Europeans to continue to do business with Israel while __it__ callously continues to slaughter innocent people ? ";163; 191.15 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-013.xml ; What possible excuses have we Europeans to continue to do business with Israel while it callously continues to slaughter innocent people ? The European Council must stop making excuses , stop the bickering and unite in concerted action which will bring this slaughter to an end . There can be no question of upgrading Europe 's relations with Israel so long as __it__ fails to engage in constructive dialogue with all the representatives of the Palestinian people . ;165; 193.16 ; it ; unknown_ref ;nominal_ref; israël;unknown_ref
ep-09-01-12-013.xml ; We have to demand an end to the attack on Gaza . We have to demand an end to Israel 's blockade , which is turning Gaza into a concentration camp . That is why we join all those people from every country and every continent who demonstrate against the massacres : all those people from every country and every continent who are angry and go out to the streets and say ' No more crimes ! ' __it__ is crucial for the European Parliament and other responsible European Union bodies to demand an immediate end to the attack on Gaza and an immediate end to Israel 's blockade . ;175; 204.1 ; it ; nominal_ref ;pleonastic_ref; il;nominal_ref
ep-09-01-12-013.xml ;" Madam President , a new opinion poll commissioned by the Campaign for an Independent Britain has just been published . Most of those surveyed said that the European Union is out of touch , corrupt and is poor value for money ; 83 % of those polled want UK law to be paramount and , therefore , to revoke the supremacy of EU law ; and 71 % want a referendum on continued British membership . Unfortunately , there is not much chance of that , given that the Labour Government will not even give them a referendum on the Lisbon Treaty , which __it__ promised in its election manifesto . ";186; 215.29 ; it ; unknown_ref ;nominal_ref; d';unknown_ref
ep-09-01-12-013.xml ; Take the issue of the plant protection products . We have abandoned the scientific principle of risk assessment . There is no detailed EU impact assessment and there is a lack of scientific definition of endocrine disrupters and an inconsistency of treatment between __it__ and the REACH Directive . ;193; 222.25 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-013.xml ; I will not discuss the disgraceful , short -sighted decision taken by the Bulgarian Government that has made my country a hostage in the conflict between Russia and Ukraine , as this is obvious to everyone . What is more important now is for us to decide what measures to take to overcome the crisis . In this case , this may mean that Bulgaria has to find an alternative so that __it__ can break its external dependence . ;198; 227.17 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-013.xml ; What is more important now is for us to decide what measures to take to overcome the crisis . In this case , this may mean that Bulgaria has to find an alternative so that it can break its external dependence . This is why I believe that __it__ is essential for Europe and Balkan countries , like Bulgaria , to follow the example of Slovakia and make the decision to restart blocks I , II , III and IV at the Kozloduy nuclear power plant . ;199; 228.7 ; it ; unknown_ref ;pleonastic_ref; essentiel;nominal_ref
ep-09-01-12-013.xml ; In this case , this may mean that Bulgaria has to find an alternative so that it can break its external dependence . This is why I believe that it is essential for Europe and Balkan countries , like Bulgaria , to follow the example of Slovakia and make the decision to restart blocks I , II , III and IV at the Kozloduy nuclear power plant . At the moment , this is the only option Bulgaria has , enabling __it__ to gain a modicum of independence and reduce both the direct damage and the damage that will be caused by using fuel oil at the moment as a substitute for gas . ;200; 229.14 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-013.xml ; This is why I believe that it is essential for Europe and Balkan countries , like Bulgaria , to follow the example of Slovakia and make the decision to restart blocks I , II , III and IV at the Kozloduy nuclear power plant . At the moment , this is the only option Bulgaria has , enabling it to gain a modicum of independence and reduce both the direct damage and the damage that will be caused by using fuel oil at the moment as a substitute for gas . ( RO ) Given that this year , 2009 , has barely started , I would like to tell you all that , in my view , __it__ is not any ordinary year . ;201; 230.28 ; it ; unknown_ref ;pleonastic_ref; ne;nominal_ref
ep-09-01-12-013.xml ; I should like to highlight an issue brought to my notice by schoolchildren concerned about the natural environment . The rates paid for scrap metal , paper and bottles made of synthetic materials are falling dramatically . __it__ is becoming unprofitable to collect such material . ;208; 238.1 ; it ; unknown_ref ;pleonastic_ref; en;unknown_ref
